Timestamp; Verbosity; Runtime; Log Name; Miner Type; Opt type; Opt Parameters; Metrics type; Optimal solution
[2024_12_03 - 02:06:50];6.7406792640686035;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.016251420944768502, 0.12806199471668378, 1538, 506, 0.35516503173472314, 0.6088569948098854]
[2024_12_03 - 02:06:58];23.34658169746399;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.6778550643834055, 0.1564083553198331, 2160, 934, 0.4049804042919718, 0.22182304293704191]
[2024_12_03 - 02:07:21];6.7183449268341064;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.4252521345948176, 0.018536426059172162, 422, 871, 0.219057694306372, 0.3540178084959633]
[2024_12_03 - 02:07:29];23.722976207733154;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5915552746390975, 0.7711796767363972, 2117, 364, 0.7531351813143586, 0.3359705497192955]
[2024_12_03 - 02:07:53];6.625722885131836;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5898057301221251, 0.31226142762541675, 1252, 793, 0.4587114854741381, 0.9638065268701536]
[2024_12_03 - 02:08:00];23.442458152770996;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8140835919081078, 0.0641394970875162, 2722, 945, 0.083822996787836, 0.9723711126739271]
[2024_12_03 - 02:08:24];6.662092685699463;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.14870018251684447, 0.5747944110320985, 1520, 99, 0.09401098301607524, 0.5238749570395043]
[2024_12_03 - 02:08:32];21.18047046661377;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.10431313269907327, 0.3890312913739239, 2476, 549, 0.9096575857881675, 0.7211608133946646]
[2024_12_03 - 02:08:53];6.699723243713379;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.28711480159652814, 0.8807242584891757, 1127, 824, 0.11777155374744663, 0.46832895032190924]
[2024_12_03 - 02:09:01];21.88834309577942;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.25283655799774396, 0.18335773750208262, 1799, 142, 0.4760218317836844, 0.9732944479499032]
[2024_12_03 - 02:09:23];6.658245086669922;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.37322506661483534, 0.8225132342660154, 964, 504, 0.7207564965796124, 0.5384197309241252]
[2024_12_03 - 02:09:30];23.737709283828735;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.025765503220690045, 0.7207953219554094, 4172, 452, 0.09266647226555236, 0.9234996657253375]
[2024_12_03 - 02:09:54];6.567713737487793;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.10063711967988909, 0.6163527191721232, 1501, 203, 0.76046437155135, 0.27444647738806427]
[2024_12_03 - 02:10:02];22.120245695114136;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.4655775124300363, 0.0850614718317988, 3188, 168, 0.8634964449816644, 0.26807833673834225]
[2024_12_03 - 02:10:24];6.6810548305511475;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.05753774644417342, 0.06452309651452204, 257, 795, 0.17116633749610055, 0.4432601124174791]
[2024_12_03 - 02:10:32];23.13860845565796;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.11345025846160728, 0.315693786814913, 3056, 644, 0.39921926284537945, 0.1988484583244371]
[2024_12_03 - 02:10:55];6.771334648132324;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.6256617452055215, 0.6614727675769201, 185, 410, 0.819197778605638, 0.635205701956185]
[2024_12_03 - 02:11:03];23.15571689605713;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.14077594997175624, 0.5377277614227476, 2054, 203, 0.00477119623252098, 0.23533345536192174]
[2024_12_03 - 02:11:26];6.634198904037476;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8899450241745196, 0.27956830406718736, 1124, 725, 0.832300933747284, 0.2641062982722495]
[2024_12_03 - 02:11:34];23.845646619796753;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.1924146553967755, 0.9375494733363182, 4076, 190, 0.2018089183527122, 0.6689119566124292]
[2024_12_03 - 02:11:58];6.703258037567139;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.538562227698006, 0.46209935009609826, 487, 455, 0.7997793060769635, 0.6457441777607249]
[2024_12_03 - 02:12:05];23.065977811813354;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.10959858882806994, 0.8525968028057306, 3304, 730, 0.32408498144931497, 0.8994162081856582]
[2024_12_03 - 02:12:29];6.672518730163574;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.1527288833254551, 0.8181143616101915, 937, 84, 0.3268714844637248, 0.7932853865092717]
[2024_12_03 - 02:12:36];21.88314127922058;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.053067612982791834, 0.8250637737276686, 3881, 310, 0.9312410453445366, 0.40205082205439324]
[2024_12_03 - 02:12:58];6.7797558307647705;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.16865192107456572, 0.7851396771245032, 926, 751, 0.1344487996587166, 0.7692994596843833]
[2024_12_03 - 02:13:06];22.24574112892151;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.08533194731982197, 0.9874106140130497, 1602, 59, 0.4189200967089304, 0.30490830320327467]
[2024_12_03 - 02:13:29];7.2361884117126465;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.08369763673133834, 0.8285559524278375, 1088, 727, 0.6610679050689041, 0.07587035614396598]
[2024_12_03 - 02:13:37];22.45723032951355;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.6680903011999153, 0.8667190934061098, 4063, 172, 0.6093254484907524, 0.9229280539466386]
[2024_12_03 - 02:14:00];6.516321659088135;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8997442440306143, 0.7356198778768273, 555, 485, 0.09544900976983794, 0.26554052852184384]
[2024_12_03 - 02:14:07];22.87055802345276;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5605190054517242, 0.6409299186369807, 3960, 464, 0.3485475489267734, 0.05563407962590727]
[2024_12_03 - 02:14:30];6.4977946281433105;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5855768170713509, 0.669862706754602, 1222, 665, 0.10782874565577705, 0.021951569347781974]
[2024_12_03 - 02:14:37];23.34305763244629;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5306728239098947, 0.009443610029268856, 3439, 315, 0.889495902384212, 0.5016348544377819]
[2024_12_03 - 02:15:01];6.685883522033691;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.24957700222458645, 0.8899925193916782, 1055, 558, 0.15218677818878645, 0.675842871991865]
[2024_12_03 - 02:15:09];22.32971429824829;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.638451401052957, 0.9926606567290445, 45, 123, 0.5193626946384517, 0.5298102315632498]
[2024_12_03 - 02:15:31];7.455964088439941;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.35280291069194225, 0.17703393807142898, 1394, 250, 0.05943683237336905, 0.45529007493413975]
[2024_12_03 - 02:15:40];23.368204355239868;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.15460746293582217, 0.8353317537276587, 2537, 788, 0.08692904621389075, 0.6948090413890119]
[2024_12_03 - 02:16:03];6.818539142608643;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5052981736582407, 0.0050070764626020114, 568, 204, 0.6193378132908148, 0.4029089195199669]
[2024_12_03 - 02:16:11];23.268221616744995;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.37462124218353765, 0.6949441804842902, 2487, 513, 0.8275866658965719, 0.34265946312411366]
[2024_12_03 - 02:16:35];6.732624769210815;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.1168385131424432, 0.3951519508017657, 945, 768, 0.4263208735241186, 0.8178225948565847]
[2024_12_03 - 02:16:42];22.53022837638855;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.6834951634099147, 0.5396417600122526, 4194, 533, 0.32606991748044967, 0.25416553354437277]
[2024_12_03 - 02:17:05];6.8685572147369385;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8776674806247116, 0.26249441894504066, 1411, 442, 0.002770226582101909, 0.7764569075308267]
[2024_12_03 - 02:17:13];24.174699783325195;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8144162785875619, 0.10394469181644816, 2230, 28, 0.19395716351487402, 0.26156881201185755]
[2024_12_03 - 02:17:37];7.188324213027954;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.9113942654093292, 0.6643863743857455, 443, 803, 0.16614475984869792, 0.3100839811738034]
[2024_12_03 - 02:17:45];23.630430459976196;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.13090765380856118, 0.8371170165014777, 1865, 670, 0.7746818658559532, 0.06154532173968308]
[2024_12_03 - 02:18:09];6.736873149871826;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.5447459101583291, 0.9377238122806748, 963, 193, 0.26327177012777325, 0.5177503776453046]
[2024_12_03 - 02:18:17];21.22234034538269;BPI_Challenge_2013_closed_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.8568518458055931, 0.5957896758625902, 3773, 7, 0.04673237313265388, 0.1525552234627483]
[2024_12_03 - 02:18:38];6.776504993438721;BPI_Challenge_2013_open_problems.xes;heuristic;NSGAII;{'population_size': 100, 'offspring_population_size': 100, 'mutation': ['jmetal.operator.mutation.PolynomialMutation', {'probability': 0.17, 'distribution_index': 20}], 'crossover': ['jmetal.operator.crossover.SBXCrossover', {'probability': 1.0, 'distribution_index': 20}], 'termination_criterion': ['jmetal.util.termination_criterion.StoppingByEvaluations', {'max_evaluations': 1000, 'evaluations': 1000}]};basic;[0.9866000287537573, 0.7795191643183398, 1082, 469, 0.7702259350621481, 0.68533401827565]
